"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Theophylline|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Kidney|Urine|Theophylline|Fraction excreted to urine"
77,2160,1.14531,0.2144926
77,2220,1.035043,0.2150509
77,2280,0.9353939,0.2155554
77,2340,0.8453386,0.2160113
77,2400,0.7639535,0.2164234
77,2460,0.6904039,0.2167958
77,2520,0.6239354,0.2171323
77,2580,0.5638663,0.2174364
77,2640,0.5095803,0.2177113
77,2700,0.4605207,0.2179597
77,2760,0.4161844,0.2181841
77,2820,0.3761165,0.218387
77,2880,0.3399062,0.2185703
77,2940,0.307182,0.218736
77,3000,0.2776082,0.2188857
77,3060,0.2508817,0.2190211
77,3120,0.2267283,0.2191433
77,3180,0.2049002,0.2192539
77,3240,0.1851736,0.2193537
77,3300,0.1673462,0.219444
77,3360,0.1512351,0.2195256
77,3420,0.1366751,0.2195993
77,3480,0.1235168,0.2196659
77,3540,0.1116253,0.2197261
77,3600,0.1008787,0.2197805
77,3660,0.09116669,0.2198297
77,3720,0.0823897,0.2198741
77,3780,0.07445771,0.2199143
77,3840,0.06728935,0.2199506
77,3900,0.06081113,0.2199834
77,3960,0.0549566,0.220013
77,4020,0.0496657,0.2200398
77,4080,0.04488418,0.220064
77,4140,0.04056299,0.2200859
77,4200,0.03665783,0.2201057
77,4260,0.03312863,0.2201235
77,4320,0.0299392,0.2201397
78,0,0,0
78,60,30.98209,0.0147285
78,120,29.31767,0.03246512
78,180,27.15796,0.04873826
78,240,25.17839,0.06381898
78,300,23.35829,0.07780726
78,360,21.67657,0.09078759
78,420,20.11704,0.1028341
78,480,18.6671,0.1140131
78,540,17.31679,0.1243845
78,600,16.05805,0.1340032
78,660,14.88417,0.1429201
78,720,13.78943,0.1511824
78,780,12.7688,0.1588343
78,840,11.81775,0.1659174
78,900,10.93215,0.1724707
78,960,10.1081,0.178531
78,1020,9.341955,0.1841326
78,1080,8.630233,0.1893082
78,1140,7.969606,0.1940881
78,1200,7.356894,0.198501
78,1260,6.789047,0.2025737
78,1320,6.263155,0.2063313
78,1380,5.776438,0.2097971
78,1440,5.326252,0.2129931
78,1500,4.910086,0.2159395
78,1560,4.525562,0.2186554
78,1620,4.170438,0.2211583
78,1680,3.842598,0.2234645
78,1740,3.540057,0.2255892
78,1800,3.260954,0.2275465
78,1860,3.003547,0.2293493
78,1920,2.76621,0.2310097
78,1980,2.547427,0.2325388
78,2040,2.345788,0.2339469
78,2100,2.159981,0.2352436
78,2160,1.988789,0.2364374
78,2220,1.831084,0.2375366
78,2280,1.685819,0.2385486
78,2340,1.552027,0.2394803
78,2400,1.428812,0.2403381
78,2460,1.315346,0.2411277
78,2520,1.210866,0.2418546
78,2580,1.114664,0.2425238
78,2640,1.026089,0.2431398
78,2700,0.9445397,0.2437068
78,2760,0.8694617,0.2442288
78,2820,0.8003435,0.2447093
78,2880,0.7367136,0.2451516
78,2940,0.6781377,0.2455587
78,3000,0.6242152,0.2459334
78,3060,0.5745773,0.2462784
78,3120,0.5288844,0.2465959
78,3180,0.4868232,0.2468882
78,3240,0.4481056,0.2471572
78,3300,0.4124661,0.2474048
78,3360,0.3796603,0.2476327
78,3420,0.349463,0.2478425
78,3480,0.321667,0.2480356
78,3540,0.2960814,0.2482134
78,3600,0.2725306,0.248377
78,3660,0.2508527,0.2485276
78,3720,0.230899,0.2486662
78,3780,0.2125323,0.2487938
78,3840,0.1956265,0.2489113
78,3900,0.1800653,0.2490194
78,3960,0.1657419,0.2491189
78,4020,0.1525577,0.2492105
78,4080,0.1404223,0.2492948
78,4140,0.1292522,0.2493723
78,4200,0.1189705,0.2494438
78,4260,0.1095068,0.2495095
78,4320,0.1007958,0.24957
79,0,0,0
79,60,31.86645,0.0102626
79,120,31.34674,0.02359791
79,180,29.5807,0.0360847
79,240,27.89103,0.04785473
79,300,26.29956,0.05895302
79,360,24.79605,0.06941743
79,420,23.37243,0.07928201
79,480,22.02293,0.08857811
79,540,20.74326,0.09733518
79,600,19.53006,0.1055812
79,660,18.38052,0.1133428
79,720,17.29214,0.1206457
79,780,16.26254,0.1275145
79,840,15.28943,0.1339729
79,900,14.37051,0.1400437
79,960,13.50348,0.1457487
79,1020,12.68603,0.1511086
79,1080,11.91587,0.1561435
79,1140,11.19068,0.1608721
79,1200,10.50822,0.1653126
79,1260,9.866265,0.1694819
79,1320,9.262648,0.1733963
79,1380,8.695272,0.177071
79,1440,8.162117,0.1805204
79,1500,7.661238,0.1837583
79,1560,7.190776,0.1867973
79,1620,6.748958,0.1896496
79,1680,6.334097,0.1923267
79,1740,5.944594,0.1948391
79,1800,5.578933,0.197197
79,1860,5.235681,0.1994098
79,1920,4.913484,0.2014865
79,1980,4.611067,0.2034353
79,2040,4.327228,0.2052642
79,2100,4.060833,0.2069805
79,2160,3.810817,0.2085912
79,2220,3.576179,0.2101026
79,2280,3.355976,0.211521
79,2340,3.149323,0.2128521
79,2400,2.95539,0.2141012
79,2460,2.773393,0.2152734
79,2520,2.602601,0.2163734
79,2580,2.442324,0.2174056
79,2640,2.291915,0.2183743
79,2700,2.150768,0.2192834
79,2760,2.018312,0.2201364
79,2820,1.894012,0.2209369
79,2880,1.777367,0.2216881
79,2940,1.667906,0.2223931
79,3000,1.565185,0.2230546
79,3060,1.46879,0.2236754
79,3120,1.378332,0.2242579
79,3180,1.293445,0.2248046
79,3240,1.213785,0.2253176
79,3300,1.139032,0.225799
79,3360,1.068882,0.2262508
79,3420,1.003052,0.2266748
79,3480,0.9412771,0.2270726
79,3540,0.8833065,0.2274459
79,3600,0.828906,0.2277963
79,3660,0.7778559,0.228125
79,3720,0.7299499,0.2284335
79,3780,0.6849942,0.228723
79,3840,0.6428072,0.2289947
79,3900,0.6032184,0.2292497
79,3960,0.5660678,0.2294889
79,4020,0.5312052,0.2297134
79,4080,0.4984897,0.2299241
79,4140,0.467789,0.2301219
79,4200,0.4389791,0.2303074
79,4260,0.4119436,0.2304815
79,4320,0.386573,0.2306449
80,0,0,0
80,60,32.68289,0.002177492
80,120,29.33916,0.004591311
80,180,25.68735,0.006686732
80,240,22.488,0.008520432
80,300,19.68876,0.01012593
80,360,17.23011,0.01153121
80,420,15.06555,0.01276033
80,480,13.15805,0.01383423
80,540,11.4772,0.01477134
80,600,9.99725,0.01558796
80,660,8.695877,0.0162986
80,720,7.553385,0.01691613
80,780,6.552178,0.01745203
80,840,5.676428,0.01791648
80,900,4.91185,0.01831852
80,960,4.245553,0.01866614
80,1020,3.665913,0.01896639
80,1080,3.162487,0.01922548
80,1140,2.725917,0.01944886
80,1200,2.347852,0.0196413
80,1260,2.020868,0.01980697
80,1320,1.738386,0.01994951
80,1380,1.494601,0.02007208
80,1440,1.284407,0.02017743
80,1500,1.103322,0.02026794
80,1560,0.947428,0.02034566
80,1620,0.813307,0.02041239
80,1680,0.6979824,0.02046966
80,1740,0.5988688,0.0205188
80,1800,0.513724,0.02056096
80,1860,0.4406065,0.02059712
80,1920,0.3778379,0.02062813
80,1980,0.3239686,0.02065472
80,2040,0.277748,0.02067751
80,2100,0.2380985,0.02069706
80,2160,0.2040921,0.02071381
80,2220,0.1749302,0.02072817
80,2280,0.1499259,0.02074047
80,2340,0.1284889,0.02075102
80,2400,0.1101122,0.02076006
80,2460,0.09436022,0.02076781
80,2520,0.08085898,0.02077444
80,2580,0.06928761,0.02078013
80,2640,0.05937079,0.02078501
80,2700,0.0508723,0.02078918
80,2760,0.04358957,0.02079276
80,2820,0.03734889,0.02079583
80,2880,0.03200128,0.02079845
80,2940,0.02741907,0.0208007
80,3000,0.02349277,0.02080263
80,3060,0.02012855,0.02080428
80,3120,0.01724599,0.0208057
80,3180,0.01477616,0.02080691
80,3240,0.01265998,0.02080795
80,3300,0.01084683,0.02080884
80,3360,0.009293325,0.02080961
80,3420,0.007962304,0.02081026
80,3480,0.006821904,0.02081082
80,3540,0.005844825,0.0208113
80,3600,0.00500768,0.02081171
80,3660,0.004290432,0.02081206
80,3720,0.003675912,0.02081236
80,3780,0.003149407,0.02081262
80,3840,0.00269831,0.02081284
80,3900,0.002311824,0.02081303
80,3960,0.001980694,0.0208132
80,4020,0.001696993,0.02081334
80,4080,0.001453926,0.02081346
80,4140,0.001245674,0.02081356
80,4200,0.001067251,0.02081365
80,4260,0.0009143833,0.02081372
80,4320,0.0007834118,0.02081379
81,0,0,0
81,60,30.71852,0.008391753
81,120,33.0667,0.02160042
81,180,31.74573,0.03422524
81,240,30.44055,0.04630908
81,300,29.2424,0.05791238
81,360,28.12264,0.06906786
81,420,27.06714,0.07980233
81,480,26.06473,0.09013785
81,540,25.10664,0.1000928
81,600,24.18604,0.1096826
81,660,23.29761,0.1189205
81,720,22.43724,0.127818
81,780,21.60185,0.1363851
81,840,20.78913,0.144631
81,900,19.99744,0.1525642
81,960,19.22562,0.1601925
81,1020,18.47294,0.1675235
81,1080,17.73894,0.1745647
81,1140,17.02341,0.1813231
81,1200,16.32629,0.1878061
81,1260,15.64765,0.1940209
81,1320,14.98759,0.1999747
81,1380,14.34628,0.2056749
81,1440,13.72385,0.2111289
81,1500,13.12045,0.2163441
81,1560,12.53617,0.2213279
81,1620,11.97108,0.226088
81,1680,11.42518,0.2306317
81,1740,10.89843,0.2349667
81,1800,10.39072,0.2391004
81,1860,9.901905,0.2430401
81,1920,9.431772,0.2467934
81,1980,8.980063,0.2503674
81,2040,8.546477,0.2537693
81,2100,8.13067,0.257006
81,2160,7.732261,0.2600845
81,2220,7.35084,0.2630115
81,2280,6.98597,0.2657934
81,2340,6.637192,0.2684368
81,2400,6.304029,0.2709476
81,2460,5.985991,0.273332
81,2520,5.682579,0.2755956
81,2580,5.393288,0.2777442
81,2640,5.117611,0.2797832
81,2700,4.855041,0.2817176
81,2760,4.605072,0.2835525
81,2820,4.367205,0.2852927
81,2880,4.140949,0.2869429
81,2940,3.925819,0.2885074
81,3000,3.721341,0.2899905
81,3060,3.527053,0.2913962
81,3120,3.342504,0.2927284
81,3180,3.167256,0.2939909
81,3240,3.000885,0.295187
81,3300,2.842981,0.2963202
81,3360,2.693146,0.2973937
81,3420,2.550999,0.2984106
81,3480,2.416172,0.2993738
81,3540,2.288311,0.300286
81,3600,2.167077,0.3011499
81,3660,2.052143,0.301968
81,3720,1.943199,0.3027427
81,3780,1.839946,0.3034762
81,3840,1.742098,0.3041708
81,3900,1.649384,0.3048284
81,3960,1.561542,0.3054509
81,4020,1.478325,0.3060403
81,4080,1.399496,0.3065983
81,4140,1.32483,0.3071265
81,4200,1.254112,0.3076265
81,4260,1.187139,0.3080999
81,4320,1.123715,0.3085479
82,0,0,0
82,60,34.2049,0.008179618
82,120,31.88455,0.01819183
82,180,29.02814,0.02725032
82,240,26.4346,0.03549553
82,300,24.08842,0.0430074
82,360,21.95747,0.04985423
82,420,20.01538,0.05609562
82,480,18.24105,0.06178429
82,540,16.6173,0.06696738
82,600,15.12988,0.07168748
82,660,13.76677,0.07598332
82,720,12.51759,0.07989034
82,780,11.37322,0.08344112
82,840,10.3255,0.08666565
82,900,9.367037,0.08959166
82,960,8.491041,0.09224473
82,1020,7.691231,0.0946485
82,1080,6.961757,0.09682483
82,1140,6.297151,0.09879386
82,1200,5.692297,0.1005742
82,1260,5.142399,0.1021828
82,1320,4.642975,0.1036355
82,1380,4.18983,0.1049466
82,1440,3.779055,0.1061294
82,1500,3.40701,0.1071959
82,1560,3.070315,0.1081572
82,1620,2.765842,0.1090232
82,1680,2.490698,0.1098032
82,1740,2.242217,0.1105055
82,1800,2.017946,0.1111375
82,1860,1.815637,0.1117063
82,1920,1.633228,0.1122179
82,1980,1.468834,0.1126781
82,2040,1.320736,0.1130919
82,2100,1.187368,0.1134639
82,2160,1.067304,0.1137984
82,2220,0.9592491,0.114099
82,2280,0.8620284,0.1143691
82,2340,0.7745762,0.1146118
82,2400,0.6959283,0.1148299
82,2460,0.6252117,0.1150259
82,2520,0.5616375,0.1152019
82,2580,0.5044932,0.11536
82,2640,0.4531355,0.1155021
82,2700,0.406984,0.1156296
82,2760,0.3655156,0.1157442
82,2820,0.3282585,0.1158471
82,2880,0.2947879,0.1159395
82,2940,0.2647214,0.1160225
82,3000,0.2377145,0.116097
82,3060,0.2134573,0.1161639
82,3120,0.191671,0.116224
82,3180,0.1721048,0.1162779
82,3240,0.1545332,0.1163263
82,3300,0.1387535,0.1163698
82,3360,0.1245834,0.1164089
82,3420,0.111859,0.116444
82,3480,0.1004332,0.1164754
82,3540,0.09017356,0.1165037
82,3600,0.08096135,0.1165291
82,3660,0.07268973,0.1165519
82,3720,0.06526279,0.1165723
82,3780,0.05859435,0.1165907
82,3840,0.05260702,0.1166072
82,3900,0.04723129,0.116622
82,3960,0.04240472,0.1166353
82,4020,0.03807125,0.1166472
82,4080,0.03418053,0.1166579
82,4140,0.03068735,0.1166676
82,4200,0.0275511,0.1166762
82,4260,0.02473533,0.1166839
82,4320,0.0222073,0.1166909
83,0,0,0
83,60,17.82525,0.006298281
83,120,18.46942,0.0156135
83,180,17.23341,0.0242403
83,240,16.19783,0.03231321
83,300,15.33148,0.03994481
83,360,14.51795,0.04717234
83,420,13.73549,0.05401304
83,480,12.97218,0.06047771
83,540,12.22225,0.06657352
83,600,11.48392,0.07230623
83,660,10.75789,0.07768167
83,720,10.04638,0.08270654
83,780,9.352328,0.0873889
83,840,8.678895,0.09173837
83,900,8.02914,0.09576607
83,960,7.405786,0.09948453
83,1020,6.811094,0.1029074
83,1080,6.246801,0.1060495
83,1140,5.714105,0.1089259
83,1200,5.213685,0.1115524
83,1260,4.74574,0.113945
83,1320,4.310047,0.1161194
83,1380,3.906013,0.1180913
83,1440,3.532749,0.1198758
83,1500,3.189117,0.1214877
83,1560,2.8738,0.122941
83,1620,2.585342,0.1242491
83,1680,2.322202,0.1254246
83,1740,2.082789,0.1264794
83,1800,1.865496,0.1274246
83,1860,1.668728,0.1282704
83,1920,1.490921,0.1290263
83,1980,1.330566,0.1297012
83,2040,1.186212,0.130303
83,2100,1.056484,0.1308392
83,2160,0.9400833,0.1313165
83,2220,0.8357939,0.1317409
83,2280,0.742483,0.132118
83,2340,0.6591005,0.1324529
83,2400,0.5846776,0.1327499
83,2460,0.5183243,0.1330134
83,2520,0.4592256,0.1332468
83,2580,0.4066381,0.1334536
83,2640,0.3598853,0.1336366
83,2700,0.3183538,0.1337985
83,2760,0.2814884,0.1339417
83,2820,0.2487879,0.1340682
83,2880,0.2198006,0.13418
83,2940,0.1941205,0.1342788
83,3000,0.1713831,0.134366
83,3060,0.1512616,0.134443
83,3120,0.1334638,0.1345109
83,3180,0.1177284,0.1345709
83,3240,0.1038222,0.1346237
83,3300,0.09153733,0.1346703
83,3360,0.0806887,0.1347114
83,3420,0.07111158,0.1347476
83,3480,0.06265956,0.1347795
83,3540,0.0552026,0.1348076
83,3600,0.04862532,0.1348324
83,3660,0.04282536,0.1348542
83,3720,0.03771205,0.1348734
83,3780,0.03320502,0.1348903
83,3840,0.0292332,0.1349052
83,3900,0.02573366,0.1349183
83,3960,0.02265077,0.1349298
83,4020,0.01993534,0.13494
83,4080,0.01754393,0.1349489
83,4140,0.01543814,0.1349568
83,4200,0.01358409,0.1349637
83,4260,0.01195188,0.1349698
83,4320,0.01051512,0.1349752
84,0,0,0
84,60,29.14458,0.00796603
84,120,33.23576,0.02195961
84,180,30.08731,0.034849
84,240,26.68312,0.04628349
84,300,23.65132,0.05641448
84,360,20.98801,0.06540114
84,420,18.64435,0.0733818
84,480,16.57625,0.08047551
84,540,14.7468,0.0867852
84,600,13.12512,0.09240035
84,660,11.68515,0.09739907
84,720,10.40475,0.1018499
84,780,9.265002,0.1058132
84,840,8.249591,0.1093422
84,900,7.344395,0.1124842
84,960,6.537114,0.115281
84,1020,5.81698,0.11777
84,1080,5.174523,0.1199843
84,1140,4.601385,0.1219535
84,1200,4.090157,0.1237042
84,1260,3.634257,0.12526
84,1320,3.227822,0.1266419
84,1380,2.865616,0.127869
84,1440,2.54296,0.128958
84,1500,2.255664,0.1299241
84,1560,1.999973,0.1307809
84,1620,1.772522,0.1315403
84,1680,1.570294,0.1322131
84,1740,1.390582,0.132809
84,1800,1.23096,0.1333366
84,1860,1.089253,0.1338035
84,1920,0.9635125,0.1342165
84,1980,0.8519926,0.1345818
84,2040,0.7531314,0.1349047
84,2100,0.6655318,0.1351901
84,2160,0.5879447,0.1354423
84,2220,0.5192545,0.135665
84,2280,0.4584654,0.1358616
84,2340,0.4046893,0.1360352
84,2400,0.3571345,0.1361884
84,2460,0.3150958,0.1363236
84,2520,0.2779458,0.1364429
84,2580,0.2451261,0.136548
84,2640,0.2161406,0.1366408
84,2700,0.1905484,0.1367225
84,2760,0.1679583,0.1367946
84,2820,0.1480231,0.1368582
84,2880,0.1304348,0.1369141
84,2940,0.1149205,0.1369635
84,3000,0.1012384,0.1370069
84,3060,0.08917458,0.1370452
84,3120,0.07853945,0.1370789
84,3180,0.06916545,0.1371086
84,3240,0.06090429,0.1371347
84,3300,0.05362497,0.1371578
84,3360,0.04721165,0.137178
84,3420,0.04156206,0.1371959
84,3480,0.03658583,0.1372116
84,3540,0.03220319,0.1372254
84,3600,0.02834375,0.1372376
84,3660,0.02494537,0.1372483
84,3720,0.02195325,0.1372577
84,3780,0.01931905,0.137266
84,3840,0.01700013,0.1372733
84,3900,0.01495889,0.1372797
84,3960,0.0131622,0.1372854
84,4020,0.01158087,0.1372904
84,4080,0.01018917,0.1372947
84,4140,0.008964418,0.1372986
84,4200,0.007886645,0.137302
84,4260,0.006938255,0.1373049
84,4320,0.006103752,0.1373076
85,0,0,0
85,60,24.93316,0.008843863
85,120,23.91755,0.02092622
85,180,20.60637,0.03121772
85,240,17.73711,0.04006068
85,300,15.30589,0.04768557
85,360,13.23804,0.05427609
85,420,11.47196,0.05998424
85,480,9.957923,0.06493678
85,540,8.655534,0.06923995
85,600,7.531791,0.07298332
85,660,6.559574,0.07624274
85,720,5.716468,0.07908277
85,780,4.983856,0.08155856
85,840,4.346181,0.08371747
85,900,3.790378,0.08560027
85,960,3.305413,0.08724225
85,1020,2.881919,0.08867396
85,1080,2.5119,0.08992197
85,1140,2.188498,0.09100945
85,1200,1.905807,0.09195662
85,1260,1.658716,0.09278111
85,1320,1.442787,0.09349841
85,1380,1.254156,0.09412205
85,1440,1.089445,0.0946639
85,1500,0.9457012,0.09513436
85,1560,0.8203328,0.09554254
85,1620,0.7110654,0.09589642
85,1680,0.6159008,0.09620301
85,1740,0.5330819,0.09646844
85,1800,0.4610641,0.09669805
85,1860,0.3984891,0.09689654
85,1920,0.3441629,0.09706802
85,1980,0.2970365,0.09721604
85,2040,0.256189,0.09734373
85,2100,0.2208123,0.09745381
85,2160,0.1901978,0.09754864
85,2220,0.1637252,0.09763029
85,2280,0.1408516,0.09770055
85,2340,0.1211023,0.09776097
85,2400,0.1040629,0.09781289
85,2460,0.08937194,0.09785749
85,2520,0.07671432,0.09789579
85,2580,0.06581581,0.09792864
85,2640,0.05643791,0.09795681
85,2700,0.04837341,0.09798097
85,2760,0.04144246,0.09800167
85,2820,0.03548912,0.09801939
85,2880,0.0303783,0.09803457
85,2940,0.02599308,0.09804755
85,3000,0.02223233,0.09805866
85,3060,0.0190087,0.09806816
85,3120,0.01624676,0.09807628
85,3180,0.01388143,0.09808322
85,3240,0.01185663,0.09808914
85,3300,0.01012405,0.09809421
85,3360,0.008642085,0.09809853
85,3420,0.007374962,0.09810222
85,3480,0.006291925,0.09810536
85,3540,0.005366548,0.09810805
85,3600,0.004576147,0.09811033
85,3660,0.00390124,0.09811229
85,3720,0.003325118,0.09811395
85,3780,0.00283346,0.09811536
85,3840,0.002414,0.09811657
85,3900,0.002056232,0.0981176
85,3960,0.001751158,0.09811848
85,4020,0.001491077,0.09811922
85,4080,0.001269405,0.09811985
85,4140,0.001080511,0.0981204
85,4200,0.0009195805,0.09812086
85,4260,0.0007825021,0.09812125
85,4320,0.0006657621,0.09812158
86,0,0,0
86,60,22.67751,0.01110461
86,120,21.97436,0.02539604
86,180,20.21659,0.03843311
86,240,18.57191,0.05040508
86,300,17.06252,0.0614036
86,360,15.6755,0.07150827
86,420,14.3991,0.08079071
86,480,13.22352,0.089316
86,540,12.14041,0.09714373
86,600,11.1425,0.1043288
86,660,10.2233,0.1109218
86,720,9.376935,0.1169695
86,780,8.598018,0.1225154
86,840,7.881558,0.1275996
86,900,7.222911,0.1322593
86,960,6.617741,0.1365289
86,1020,6.061992,0.1404402
86,1080,5.551874,0.1440226
86,1140,5.083848,0.1473031
86,1200,4.654611,0.1503068
86,1260,4.261087,0.1530566
86,1320,3.900419,0.1555737
86,1380,3.569954,0.1578777
86,1440,3.267235,0.1599863
86,1500,2.98999,0.161916
86,1560,2.736118,0.163682
86,1620,2.503686,0.1652979
86,1680,2.290909,0.1667765
86,1740,2.096147,0.1681294
86,1800,1.91789,0.1693673
86,1860,1.754753,0.1704999
86,1920,1.605462,0.1715361
86,1980,1.46885,0.1724842
86,2040,1.343845,0.1733516
86,2100,1.229466,0.1741451
86,2160,1.124812,0.1748711
86,2220,1.029059,0.1755354
86,2280,0.9414514,0.176143
86,2340,0.8612983,0.176699
86,2400,0.7879662,0.1772075
86,2460,0.7208753,0.1776728
86,2520,0.6594951,0.1780985
86,2580,0.60334,0.178488
86,2640,0.5519654,0.1788442
86,2700,0.5049646,0.1791702
86,2760,0.4619655,0.1794683
86,2820,0.4226275,0.1797411
86,2880,0.386639,0.1799907
86,2940,0.3537148,0.180219
86,3000,0.3235941,0.1804279
86,3060,0.2960383,0.1806189
86,3120,0.2708288,0.1807937
86,3180,0.2477661,0.1809537
86,3240,0.2266672,0.1811
86,3300,0.207365,0.1812338
86,3360,0.1897065,0.1813563
86,3420,0.1735517,0.1814683
86,3480,0.1587726,0.1815708
86,3540,0.145252,0.1816645
86,3600,0.1328828,0.1817503
86,3660,0.1215669,0.1818288
86,3720,0.1112146,0.1819005
86,3780,0.1017439,0.1819662
86,3840,0.09307967,0.1820263
86,3900,0.08515327,0.1820813
86,3960,0.07790186,0.1821315
86,4020,0.07126796,0.1821775
86,4080,0.06519898,0.1822196
86,4140,0.05964682,0.1822581
86,4200,0.05456746,0.1822934
86,4260,0.04992064,0.1823256
86,4320,0.04566954,0.182355
87,0,0,0
87,60,24.02177,0.008366658
87,120,23.58137,0.01968229
87,180,20.20187,0.02940088
87,240,17.06622,0.03761235
87,300,14.39961,0.04454002
87,360,12.15216,0.05038581
87,420,10.25837,0.05532019
87,480,8.661534,0.05948625
87,540,7.314307,0.06300419
87,600,6.177172,0.06597514
87,660,5.217071,0.06848429
87,720,4.406275,0.07060349
87,780,3.721477,0.07239334
87,840,3.143052,0.07390501
87,900,2.654463,0.07518169
87,960,2.241755,0.0762599
87,1020,1.89315,0.07717044
87,1080,1.5987,0.07793937
87,1140,1.350003,0.07858869
87,1200,1.139957,0.07913699
87,1260,0.9625635,0.07959997
87,1320,0.8127534,0.0799909
87,1380,0.6862426,0.08032098
87,1440,0.5794116,0.08059967
87,1500,0.4892023,0.08083498
87,1560,0.4130308,0.08103365
87,1620,0.3487146,0.08120138
87,1680,0.2944099,0.081343
87,1740,0.2485593,0.08146255
87,1800,0.2098473,0.08156349
87,1860,0.1771632,0.08164871
87,1920,0.1495686,0.08172065
87,1980,0.1262715,0.08178139
87,2040,0.1066026,0.08183267
87,2100,0.08999708,0.08187596
87,2160,0.075978,0.0819125
87,2220,0.06414253,0.08194336
87,2280,0.05415059,0.0819694
87,2340,0.04571507,0.08199139
87,2400,0.03859356,0.08200996
87,2460,0.0325814,0.08202563
87,2520,0.02750579,0.08203886
87,2580,0.02322084,0.08205003
87,2640,0.01960341,0.08205946
87,2700,0.0165495,0.08206742
87,2760,0.01397133,0.08207414
87,2820,0.0117948,0.08207981
87,2880,0.009957341,0.0820846
87,2940,0.008406126,0.08208865
87,3000,0.007096577,0.08209206
87,3060,0.005991055,0.08209494
87,3120,0.005057761,0.08209737
87,3180,0.004269848,0.08209943
87,3240,0.003604672,0.08210116
87,3300,0.00304312,0.08210263
87,3360,0.002569053,0.08210386
87,3420,0.002168837,0.08210491
87,3480,0.001830966,0.08210579
87,3540,0.00154573,0.08210653
87,3600,0.00130493,0.08210716
87,3660,0.001101643,0.08210769
87,3720,0.0009300243,0.08210813
87,3780,0.0007851409,0.08210851
87,3840,0.0006628281,0.08210883
87,3900,0.0005595699,0.0821091
87,3960,0.0004723978,0.08210932
87,4020,0.0003988057,0.08210952
87,4080,0.000336678,0.08210968
87,4140,0.0002842289,0.08210982
87,4200,0.0002399505,0.08210994
87,4260,0.00020257,0.08211003
87,4320,0.0001710128,0.08211011
88,0,0,0
88,60,19.30145,0.006892839
88,120,17.70954,0.01454084
88,180,16.37471,0.02153287
88,240,15.30583,0.02805013
88,300,14.32649,0.03415222
88,360,13.39723,0.03986084
88,420,12.50692,0.04519342
88,480,11.64973,0.05016436
88,540,10.82321,0.05478667
88,600,10.0271,0.05907297
88,660,9.262329,0.06303617
88,720,8.530429,0.06668973
88,780,7.833074,0.07004785
88,840,7.171782,0.07312535
88,900,6.547737,0.07593764
88,960,5.96169,0.07850046
88,1020,5.413925,0.08082974
88,1080,4.904266,0.08294143
88,1140,4.432116,0.08485126
88,1200,3.996504,0.0865746
88,1260,3.596151,0.08812634
88,1320,3.229532,0.08952076
88,1380,2.894938,0.09077144
88,1440,2.59053,0.09189123
88,1500,2.314395,0.09289216
88,1560,2.064589,0.09378549
88,1620,1.839168,0.09458163
88,1680,1.636229,0.09529021
88,1740,1.453923,0.09592009
88,1800,1.290481,0.09647935
88,1860,1.144222,0.09697539
88,1920,1.013562,0.09741493
88,1980,0.8970218,0.09780404
88,2040,0.7932273,0.09814821
88,2100,0.7009084,0.0984524
88,2160,0.6188983,0.09872106
88,2220,0.5461289,0.09895818
88,2280,0.4816271,0.09916732
88,2340,0.4245088,0.09935171
88,2400,0.3739742,0.09951416
88,2460,0.329301,0.09965724
88,2520,0.2898392,0.09978318
88,2580,0.2550052,0.099894
88,2640,0.2242759,0.09999148
88,2700,0.1971835,0.1000772
88,2760,0.1733105,0.1001525
88,2820,0.1522848,0.1002187
88,2880,0.1337752,0.1002769
88,2940,0.1174873,0.100328
88,3000,0.1031601,0.1003729
88,3060,0.09056193,0.1004122
88,3120,0.07948768,0.1004468
88,3180,0.06975592,0.1004771
88,3240,0.06120621,0.1005038
88,3300,0.05369684,0.1005271
88,3360,0.04710271,0.1005476
88,3420,0.04131349,0.1005656
88,3480,0.03623189,0.1005813
88,3540,0.03177219,0.1005952
88,3600,0.02785891,0.1006073
88,3660,0.02442561,0.1006179
88,3720,0.0214138,0.1006272
88,3780,0.01877207,0.1006354
88,3840,0.01645521,0.1006426
88,3900,0.01442346,0.1006488
88,3960,0.01264192,0.1006543
88,4020,0.01107989,0.1006592
88,4080,0.009710442,0.1006634
88,4140,0.008509914,0.1006671
88,4200,0.007457539,0.1006703
88,4260,0.006535089,0.1006732
88,4320,0.005726565,0.1006757
89,0,0,0
89,60,29.43775,0.008096019
89,120,30.46169,0.01978259
89,180,28.90506,0.03085044
89,240,27.31958,0.04130577
89,300,25.83357,0.05119003
89,360,24.44133,0.06054014
89,420,23.13255,0.06938867
89,480,21.89857,0.07776473
89,540,20.73239,0.08569459
89,600,19.62823,0.0932022
89,660,18.58131,0.1003096
89,720,17.58762,0.1070373
89,780,16.64375,0.1134044
89,840,15.74677,0.1194289
89,900,14.89415,0.1251276
89,960,14.08362,0.1305168
89,1020,13.31318,0.1356116
89,1080,12.58098,0.1404267
89,1140,11.88532,0.144976
89,1200,11.22464,0.1492729
89,1260,10.59742,0.1533301
89,1320,10.00226,0.1571598
89,1380,9.437779,0.1607736
89,1440,8.902671,0.1641829
